transaction_id,merchant_id,customer_id,business_category,currency_code,reference_token,gross_amount,fee_amount,net_amount,transaction_status,tax_amount,calculated_net,final_status,fee_percentage,currency_region,commerce_type,net_amount_mismatch_flag,fee_exceeds_amount_flag,dbt_loaded_at
A089907,B931306,C849648,WHOLESALE,USD,REF-18835419,6.46,0,6.45,Cancelled,0.65,6.46,Cancelled,0,North America,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A004391,B766631,C161939,WHOLESALE,USD,REF-42564817,2.77,0.18,2.68,Cancelled,0.28,2.59,Cancelled,6.5,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A171161,B743028,C645731,WHOLESALE,USD,REF-99171566,6.54,0.28,6.3,Cancelled,0.65,6.26,Cancelled,4.28,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A655709,B605525,C351193,ONLINE,USD,REF-80098188,3.75,0.03,3.72,Cancelled,0.38,3.72,Cancelled,0.8,North America,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A259624,B677712,C883494,RETAIL,USD,REF-17001707,7.67,0.12,7.54,Cancelled,0.77,7.55,Cancelled,1.56,North America,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A326140,B557084,C040975,MARKETPLACE,USD,REF-48519129,15.39,0.03,15.370000000000001,Cancelled,1.54,15.36,Cancelled,0.19,North America,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A565752,B999575,C054035,ONLINE,USD,REF-58380046,7.36,0,7.34,Cancelled,0.74,7.36,Cancelled,0,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A240813,B095636,C474747,ONLINE,USD,REF-90633023,2.57,0.29,2.2,Cancelled,0.26,2.28,Cancelled,11.28,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A492919,B569304,C181241,RETAIL,USD,REF-07366701,21.03,0.07,20.9,Cancelled,2.1,20.96,Cancelled,0.33,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A492611,B883173,C147773,SUBSCRIPTION,USD,REF-99063273,4.9,0.09,4.78,Cancelled,0.49,4.81,Cancelled,1.84,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A081972,B272938,C143339,WHOLESALE,USD,REF-48801802,5.36,0.09,5.17,Cancelled,0.54,5.27,Cancelled,1.68,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A966938,B602950,C615395,RETAIL,EUR,REF-19554117,5.44,0,5.42,Failed,0.54,5.44,Failed,0,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A451999,B045613,C954284,SUBSCRIPTION,EUR,REF-38292717,8.09,0,8.09,Failed,0.81,8.09,Failed,0,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A252420,B015151,C045584,SUBSCRIPTION,EUR,REF-19738822,1.85,0,1.84,Failed,0.19,1.85,Failed,0,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A300444,B273482,C058686,B2B,EUR,REF-76684550,26.07,0.62,25.52,Failed,2.61,25.45,Failed,2.38,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A314144,B994567,C097311,SUBSCRIPTION,EUR,REF-43320130,5.91,0.51,5.59,Failed,0.59,5.4,Failed,8.63,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A317887,B569056,C339328,B2B,EUR,REF-22630196,3.12,0.08,3.07,Failed,0.31,3.04,Failed,2.56,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A163088,B625373,C392551,B2B,EUR,REF-87442452,2.73,0.1,2.63,Failed,0.27,2.63,Failed,3.66,Europe,Business Services,false,false,2026-02-25 17:55:51.437438 UTC
A793995,B594851,C146446,B2B,EUR,REF-58773071,8.87,0.21,8.61,Failed,0.89,8.66,Failed,2.37,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A967695,B836267,C465271,MARKETPLACE,EUR,REF-04678861,5.15,0.14,5.02,Failed,0.52,5.01,Failed,2.72,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A231179,B148501,C647240,MARKETPLACE,EUR,REF-30466061,4.64,0.29,4.38,Failed,0.46,4.35,Failed,6.25,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A715436,B856695,C966950,ONLINE,EUR,REF-20866696,4.04,0.23,3.81,Failed,0.4,3.81,Failed,5.69,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A649572,B667416,C670137,RETAIL,EUR,REF-48724721,10.17,0.07,10.09,Failed,1.02,10.1,Failed,0.69,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A613828,B345402,C825338,SUBSCRIPTION,EUR,REF-87319320,3.1,0.06,3.05,Failed,0.31,3.04,Failed,1.94,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A947691,B999333,C462027,SUBSCRIPTION,EUR,REF-63221178,2.52,0.22,2.3,Failed,0.25,2.3,Failed,8.73,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A297414,B659856,C077762,WHOLESALE,EUR,REF-75513436,3.72,0,3.7100000000000004,Failed,0.37,3.72,Failed,0,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A683489,B371107,C653712,WHOLESALE,EUR,REF-05726986,16.29,0.29,16.07,Failed,1.63,16,Failed,1.78,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A816536,B621308,C790424,B2B,EUR,REF-27955607,8.61,0.28,8.33,Failed,0.86,8.33,Failed,3.25,Europe,Business Services,false,false,2026-02-25 17:55:51.437438 UTC
A774490,B978300,C148587,B2B,EUR,REF-54016714,3,0.3,2.68,Failed,0.3,2.7,Failed,10,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A015989,B957692,C857426,B2B,EUR,REF-97055750,4.04,0.31,3.8,Failed,0.4,3.73,Failed,7.67,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A259702,B514145,C813069,MARKETPLACE,EUR,REF-21507143,2.89,0.23,2.64,Failed,0.29,2.66,Failed,7.96,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A157648,B560059,C433606,ONLINE,EUR,REF-54064256,17.88,0.08,17.73,Failed,1.79,17.8,Failed,0.45,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A292006,B820440,C659503,MARKETPLACE,EUR,REF-58470533,7.88,0.11,7.77,Failed,0.79,7.77,Failed,1.4,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A432611,B228191,C416744,RETAIL,EUR,REF-01390005,3.45,0,3.41,Failed,0.35,3.45,Failed,0,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A185023,B972610,C457726,RETAIL,EUR,REF-27431419,6.36,0.07,6.3,Failed,0.64,6.29,Failed,1.1,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A644153,B197031,C997291,WHOLESALE,EUR,REF-96560280,2.01,0,1.99,Failed,0.2,2.01,Failed,0,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A986414,B089285,C983250,B2B,EUR,REF-53503381,3.36,0.03,3.35,Failed,0.34,3.33,Failed,0.89,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A477307,B008973,C767991,MARKETPLACE,EUR,REF-58259715,5.77,0,5.72,Failed,0.58,5.77,Failed,0,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A162935,B964883,C138739,RETAIL,EUR,REF-41360914,3.78,0.24,3.55,Failed,0.38,3.54,Failed,6.35,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A145440,B407159,C880938,RETAIL,EUR,REF-99162262,3.92,0.27,3.65,Failed,0.39,3.65,Failed,6.89,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A866857,B552524,C425041,SUBSCRIPTION,EUR,REF-90791094,4.75,0,4.71,Failed,0.48,4.75,Failed,0,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A758333,B567564,C480343,SUBSCRIPTION,EUR,REF-06931980,6.63,0.12,6.46,Failed,0.66,6.51,Failed,1.81,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A742298,B823497,C824226,SUBSCRIPTION,EUR,REF-31018248,2.92,0.14,2.79,Failed,0.29,2.78,Failed,4.79,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A976188,B806766,C704512,B2B,EUR,REF-63627593,4.67,0,4.63,Failed,0.47,4.67,Failed,0,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A520671,B699290,C928383,MARKETPLACE,EUR,REF-70052440,3.71,0,3.64,Failed,0.37,3.71,Failed,0,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A529373,B287131,C620372,MARKETPLACE,EUR,REF-77201972,3.02,0.21,2.87,Failed,0.3,2.81,Failed,6.95,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A559064,B683085,C064020,RETAIL,EUR,REF-81397916,3.52,0.06,3.47,Failed,0.35,3.46,Failed,1.7,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A919697,B257244,C839294,RETAIL,EUR,REF-15319793,4.15,0.14,3.91,Failed,0.42,4.01,Failed,3.37,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A531832,B787397,C571924,SUBSCRIPTION,EUR,REF-89672259,2.83,0.01,2.83,Failed,0.28,2.82,Failed,0.35,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A796990,B552657,C660227,SUBSCRIPTION,EUR,REF-10575525,5.57,0.14,5.47,Failed,0.56,5.43,Failed,2.51,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A582143,B971460,C538240,ONLINE,EUR,REF-39357662,13.94,0,13.88,Failed,1.39,13.94,Failed,0,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A036841,B305215,C784939,ONLINE,EUR,REF-08269594,8.16,0.32,7.85,Failed,0.82,7.84,Failed,3.92,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A789988,B161883,C035956,ONLINE,EUR,REF-12831784,48.91,0.75,48.14,Failed,4.89,48.16,Failed,1.53,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A801047,B106337,C799330,RETAIL,EUR,REF-73988788,16.4,0.48,15.95,Failed,1.64,15.92,Failed,2.93,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A613898,B645019,C666990,B2B,EUR,REF-43300977,20.4,0.25,20.19,Failed,2.04,20.15,Failed,1.23,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A896057,B530906,C869886,MARKETPLACE,EUR,REF-29543118,9.81,0.06,9.7700000000000014,Failed,0.98,9.75,Failed,0.61,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A937021,B126188,C196447,MARKETPLACE,EUR,REF-62879124,14.55,0.42,14.15,Failed,1.46,14.13,Failed,2.89,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A913711,B400749,C485103,ONLINE,EUR,REF-30623520,10.45,0.23,10.17,Failed,1.04,10.22,Failed,2.2,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A138735,B968665,C442880,ONLINE,EUR,REF-37946771,8.98,0.46,8.59,Failed,0.9,8.52,Failed,5.12,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A638734,B866546,C262518,RETAIL,EUR,REF-60348219,9.33,0.45,8.91,Failed,0.93,8.88,Failed,4.82,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A271467,B153762,C876614,B2B,EUR,REF-17678912,3.74,0,3.72,Failed,0.37,3.74,Failed,0,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A590441,B586646,C753458,B2B,EUR,REF-32953125,14.45,0.09,14.31,Failed,1.45,14.36,Failed,0.62,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A195394,B592594,C260109,SUBSCRIPTION,EUR,REF-16074915,5.62,0.08,5.47,Failed,0.56,5.54,Failed,1.42,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A653992,B576359,C499500,WHOLESALE,EUR,REF-87532831,4.43,0,4.42,Failed,0.44,4.43,Failed,0,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A134824,B242500,C922754,B2B,EUR,REF-51483357,4.9,0.03,4.8,Failed,0.49,4.87,Failed,0.61,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A094681,B163605,C022247,MARKETPLACE,EUR,REF-30292344,1.03,0,1.02,Failed,0.1,1.03,Failed,0,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A831530,B786746,C063275,ONLINE,EUR,REF-43082442,11.33,0.34,11.04,Failed,1.13,10.99,Failed,3,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A364413,B465003,C784480,ONLINE,EUR,REF-52944028,5.4,0.46,4.94,Failed,0.54,4.94,Failed,8.52,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A633782,B734978,C449653,RETAIL,EUR,REF-48791507,7.49,0,7.47,Failed,0.75,7.49,Failed,0,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A968164,B439997,C293624,RETAIL,EUR,REF-40923677,10.45,0.53,9.88,Failed,1.04,9.92,Failed,5.07,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A122510,B695329,C284826,SUBSCRIPTION,EUR,REF-68203857,5.43,0,5.3999999999999995,Failed,0.54,5.43,Failed,0,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A998435,B587798,C739858,B2B,EUR,REF-06558549,6.34,0.05,6.32,Failed,0.63,6.29,Failed,0.79,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A066621,B808922,C215367,RETAIL,EUR,REF-81542535,4.4,0,4.3800000000000008,Failed,0.44,4.4,Failed,0,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A870481,B249220,C339156,RETAIL,EUR,REF-06075532,2.63,0.08,2.49,Failed,0.26,2.55,Failed,3.04,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A388184,B139121,C940049,WHOLESALE,EUR,REF-79167552,12.19,0.39,11.87,Failed,1.22,11.8,Failed,3.2,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A350231,B729312,C959516,B2B,EUR,REF-55739376,1.53,0,1.52,Failed,0.15,1.53,Failed,0,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A530656,B405833,C615722,B2B,EUR,REF-64498245,11.22,0.5,10.75,Failed,1.12,10.72,Failed,4.46,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A189838,B522181,C035055,MARKETPLACE,EUR,REF-27553593,1.39,0.28,1.1,Failed,0.14,1.11,Failed,20.14,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A099452,B003214,C278565,ONLINE,EUR,REF-57167058,9.24,0.12,9.15,Failed,0.92,9.12,Failed,1.3,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A785334,B303537,C793770,ONLINE,EUR,REF-90151319,6.29,0.14,6.03,Failed,0.63,6.15,Failed,2.23,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A649033,B077288,C586431,RETAIL,EUR,REF-36431828,12.2,0.08,12.04,Failed,1.22,12.12,Failed,0.66,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A364669,B895869,C877384,WHOLESALE,EUR,REF-99928274,4.16,0.15,4.06,Failed,0.42,4.01,Failed,3.61,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A250766,B329206,C171859,MARKETPLACE,EUR,REF-69705377,5.09,0,5.08,Failed,0.51,5.09,Failed,0,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A861592,B715617,C670689,MARKETPLACE,EUR,REF-31492290,5.23,0.1,5.13,Failed,0.52,5.13,Failed,1.91,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A921001,B036883,C553576,ONLINE,EUR,REF-35587634,8.7,0.01,8.7,Failed,0.87,8.69,Failed,0.11,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A252744,B134897,C768449,ONLINE,EUR,REF-52436995,15.38,0.31,15,Failed,1.54,15.07,Failed,2.02,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A946803,B743034,C465289,RETAIL,EUR,REF-97087693,4.22,0.09,4.2,Failed,0.42,4.13,Failed,2.13,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A007113,B175434,C222103,WHOLESALE,EUR,REF-42645507,11.1,0.19,10.92,Failed,1.11,10.91,Failed,1.71,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A876525,B721126,C744105,RETAIL,EUR,REF-79833688,21.9,0.05,21.84,Failed,2.19,21.85,Failed,0.23,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A743842,B229876,C333105,RETAIL,EUR,REF-99698530,4.49,0.15,4.28,Failed,0.45,4.34,Failed,3.34,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A948111,B125029,C090625,B2B,EUR,REF-93739454,11.9,0.04,11.84,Failed,1.19,11.86,Failed,0.34,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A056573,B414011,C950015,MARKETPLACE,EUR,REF-19641753,17.19,0,17.19,Failed,1.72,17.19,Failed,0,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A485485,B941563,C433780,MARKETPLACE,EUR,REF-58696659,8.76,0.05,8.75,Failed,0.88,8.71,Failed,0.57,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A770588,B803944,C112203,MARKETPLACE,EUR,REF-06315563,1,0.09,0.96,Failed,0.1,0.91,Failed,9,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A975660,B187962,C132292,ONLINE,EUR,REF-23076671,11.56,0.02,11.44,Failed,1.16,11.54,Failed,0.17,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A679633,B211151,C547310,WHOLESALE,EUR,REF-46720295,8.31,0.16,8.22,Failed,0.83,8.15,Failed,1.93,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A243792,B264768,C000930,WHOLESALE,EUR,REF-37235479,21.53,0.22,21.23,Failed,2.15,21.31,Failed,1.02,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A151741,B455677,C087161,WHOLESALE,EUR,REF-58455637,7.01,0.29,6.64,Failed,0.7,6.72,Failed,4.14,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A521680,B279792,C338096,MARKETPLACE,EUR,REF-90223798,15.69,0.47,15.22,Failed,1.57,15.22,Failed,3,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A213855,B359194,C515868,ONLINE,EUR,REF-63270425,6.85,0,6.85,Failed,0.69,6.85,Failed,0,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A701721,B911849,C926950,SUBSCRIPTION,EUR,REF-82734968,10.42,0.22,10.12,Failed,1.04,10.2,Failed,2.11,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A770649,B513000,C767244,SUBSCRIPTION,EUR,REF-43199644,24.48,0.31,24.18,Failed,2.45,24.17,Failed,1.27,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A824655,B808475,C480548,B2B,EUR,REF-71233402,1.97,0,1.96,Failed,0.2,1.97,Failed,0,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A302753,B603248,C270923,B2B,EUR,REF-94525339,8.33,0.01,8.32,Failed,0.83,8.32,Failed,0.12,Europe,Business Services,false,false,2026-02-25 17:55:51.437438 UTC
A023673,B074806,C368973,MARKETPLACE,EUR,REF-10772334,7.41,0.06,7.33,Failed,0.74,7.35,Failed,0.81,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A010215,B601033,C848452,ONLINE,EUR,REF-90361787,13.37,0.17,13.19,Failed,1.34,13.2,Failed,1.27,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A528154,B531458,C360202,RETAIL,EUR,REF-47918817,13.6,0.28,13.29,Failed,1.36,13.32,Failed,2.06,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A497305,B996960,C058209,MARKETPLACE,EUR,REF-36347478,4.63,0,4.62,Failed,0.46,4.63,Failed,0,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A799603,B148219,C227023,MARKETPLACE,EUR,REF-46547245,3.72,0.03,3.65,Failed,0.37,3.69,Failed,0.81,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A820389,B629657,C752746,MARKETPLACE,EUR,REF-98587406,6.71,0.17,6.59,Failed,0.67,6.54,Failed,2.53,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A115739,B723817,C271967,ONLINE,EUR,REF-23065499,13.36,0.46,12.88,Failed,1.34,12.9,Failed,3.44,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A406488,B280404,C912820,RETAIL,EUR,REF-96924988,4.33,0.01,4.28,Failed,0.43,4.32,Failed,0.23,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A494494,B731720,C553461,RETAIL,EUR,REF-80232244,3.39,0.12,3.27,Failed,0.34,3.27,Failed,3.54,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A258478,B484260,C476283,SUBSCRIPTION,EUR,REF-42131277,6.56,0.14,6.44,Failed,0.66,6.42,Failed,2.13,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A276708,B389205,C089088,SUBSCRIPTION,EUR,REF-29676961,9.75,0.42,9.35,Failed,0.98,9.33,Failed,4.31,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A556130,B863842,C721688,WHOLESALE,EUR,REF-21694016,2.52,0.03,2.46,Failed,0.25,2.49,Failed,1.19,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A817446,B902735,C400626,MARKETPLACE,EUR,REF-75164928,3.58,0.02,3.57,Failed,0.36,3.56,Failed,0.56,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A670447,B809049,C084037,MARKETPLACE,EUR,REF-38239505,3.73,0.16,3.62,Failed,0.37,3.57,Failed,4.29,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A586163,B639359,C968844,ONLINE,EUR,REF-61449097,11.53,0,11.52,Failed,1.15,11.53,Failed,0,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A222313,B111536,C673601,SUBSCRIPTION,EUR,REF-88624192,7.51,0,7.5,Failed,0.75,7.51,Failed,0,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A332237,B868485,C178719,WHOLESALE,EUR,REF-44979459,3.43,0,3.39,Failed,0.34,3.43,Failed,0,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A411847,B728178,C339166,WHOLESALE,EUR,REF-47973785,23.68,0.33,23.37,Failed,2.37,23.35,Failed,1.39,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A396966,B658455,C323308,WHOLESALE,EUR,REF-88482225,10.27,0.37,9.91,Failed,1.03,9.9,Failed,3.6,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A468163,B756551,C376456,MARKETPLACE,EUR,REF-51669596,12.26,0.01,12.26,Failed,1.23,12.25,Failed,0.08,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A418648,B187840,C989291,MARKETPLACE,EUR,REF-67485116,3.19,0.31,2.88,Failed,0.32,2.88,Failed,9.72,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A806013,B946575,C236739,RETAIL,EUR,REF-07596342,10.86,0,10.86,Failed,1.09,10.86,Failed,0,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A583668,B183763,C377663,SUBSCRIPTION,EUR,REF-78137702,28.1,0.08,27.98,Failed,2.81,28.02,Failed,0.28,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A329652,B427604,C680245,SUBSCRIPTION,EUR,REF-85038922,13.41,0.56,12.84,Failed,1.34,12.85,Failed,4.18,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A965634,B586827,C189413,B2B,EUR,REF-28098387,5.99,0.08,5.99,Failed,0.6,5.91,Failed,1.34,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A337415,B213179,C643284,B2B,EUR,REF-54337283,10.28,0.18,10.15,Failed,1.03,10.1,Failed,1.75,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A794099,B263445,C603032,B2B,EUR,REF-72332986,7.3,0.38,6.85,Failed,0.73,6.92,Failed,5.21,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A248583,B270211,C347301,MARKETPLACE,EUR,REF-19086659,2.03,0,2.01,Failed,0.2,2.03,Failed,0,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A710992,B977253,C139586,ONLINE,EUR,REF-09643749,7.05,0,7.04,Failed,0.71,7.05,Failed,0,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A946724,B372920,C930592,ONLINE,EUR,REF-62151882,12.26,0.16,12.15,Failed,1.23,12.1,Failed,1.31,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A132220,B847656,C803169,RETAIL,EUR,REF-94169668,10.26,0.1,10.2,Failed,1.03,10.16,Failed,0.97,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A806408,B712847,C314492,RETAIL,EUR,REF-10837546,9.35,0.19,9.09,Failed,0.94,9.16,Failed,2.03,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A879488,B810862,C533243,RETAIL,EUR,REF-04005464,13.11,0.21,12.97,Failed,1.31,12.9,Failed,1.6,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A796689,B483476,C395060,RETAIL,EUR,REF-64808785,27.95,0.25,27.66,Failed,2.79,27.7,Failed,0.89,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A814350,B590217,C362971,RETAIL,EUR,REF-52448990,1,0.34,0.67,Failed,0.1,0.66,Failed,34,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A330441,B367609,C900213,MARKETPLACE,EUR,REF-27890926,2.75,0.03,2.74,Failed,0.28,2.72,Failed,1.09,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A623751,B169810,C485734,ONLINE,EUR,REF-72522986,2.23,0,2.21,Failed,0.22,2.23,Failed,0,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A563817,B194257,C891108,RETAIL,EUR,REF-67649373,4.67,0.04,4.65,Failed,0.47,4.63,Failed,0.86,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
