ID1,ID2,ID3,String1,String2,String3,Float1,Float2,Float3,Status
A558936,B630176,C685375,Subscription,PLN,REF-84241360,6.66,0.0,6.58,In Review
A052145,B598619,C612211,Subscription,SEK,REF-29857929,21.61,0.43,21.17,Settled
A543574,B306524,C927202,Online,USD,REF-79328571,1.0,0.18,0.85,Cancelled
A130578,B352570,C876307,Subscription,EUR,REF-56926997,2.14,0.19,2.0,Reversed
A240813,B095636,C474747,Online,USD,REF-90633023,2.57,0.29,2.2,Cancelled
A463560,B497136,C284470,Retail,SEK,REF-37383798,4.97,0.15,4.79,Failed
A632707,B145129,C082156,Subscription,NOK,REF-79753495,5.43,0.32,5.16,Settled
A523695,B501341,C594025,Retail,SEK,REF-26056014,1.99,0.29,1.78,Settled
A374640,B437585,C248362,Retail,EUR,REF-92094630,3.02,0.0,3.0100000000000002,Settled
A089045,B133985,C195788,Subscription,PLN,REF-17311201,3.34,0.01,3.32,Settled
A054229,B283276,C623348,B2B,USD,REF-17817335,47.5,0.91,46.62,In Review
A446953,B887377,C746173,Retail,USD,REF-98038313,28.11,0.65,27.51,Reversed
A970145,B044630,C762972,Online,EUR,REF-27731207,4.78,0.0,4.75,Settled
A817465,B211961,C382996,Marketplace,EUR,REF-51912284,4.97,0.0,4.97,Settled
A416130,B377915,C506023,B2B,EUR,REF-45246752,2.65,0.0,2.59,Settled
A209858,B734932,C459914,B2B,EUR,REF-78727150,1.45,0.0,1.45,Settled
A349894,B852293,C641454,Subscription,EUR,REF-24281783,6.06,0.17,5.83,Cancelled
A489985,B774288,C371824,Wholesale,USD,REF-33767047,2.99,0.0,2.99,In Review
A627353,B081270,C681549,Online,EUR,REF-89670298,6.21,0.0,6.19,Settled
A553144,B371095,C204555,Subscription,USD,REF-91875651,1.85,0.01,1.81,Reversed
A453578,B902038,C041766,Subscription,EUR,REF-17976496,3.62,0.02,3.55,Settled
A633782,B734978,C449653,Retail,EUR,REF-48791507,7.49,0.0,7.47,Failed
A977346,B159335,C475500,Marketplace,EUR,REF-45888974,8.92,0.11,8.82,Settled
A415283,B403198,C558749,Marketplace,EUR,REF-51375139,9.29,0.15,9.18,Settled
A050076,B458972,C877087,Retail,PLN,REF-52163596,2.31,0.01,2.31,Pending
A850868,B213509,C314554,Subscription,GBP,REF-04909235,13.18,0.25,12.87,Settled
A816622,B891152,C059682,Retail,USD,REF-87305458,3.51,0.26,3.17,Settled
A588328,B741406,C280485,Wholesale,GBP,REF-24781305,11.04,0.5,10.49,Settled
A021149,B077255,C674715,Marketplace,USD,REF-25914386,6.6,0.12,6.43,Settled
A890739,B225660,C964228,B2B,PLN,REF-81092093,2.21,0.0,2.18,Settled
A182880,B584983,C551503,Online,USD,REF-96959974,5.16,0.08,5.15,Settled
A965448,B720872,C273903,Retail,EUR,REF-90203000,8.91,0.07,8.79,Settled
A174005,B751966,C719258,Marketplace,PLN,REF-29195641,10.86,0.21,10.74,Settled
A003059,B940996,C288573,Wholesale,USD,REF-74559876,5.94,0.12,5.89,Settled
A340645,B576211,C891299,Subscription,SEK,REF-16299201,22.65,0.41,22.17,Settled
A492943,B188491,C143298,Wholesale,PLN,REF-40409743,14.89,0.06,14.78,Pending
A875645,B040909,C888329,B2B,EUR,REF-25358220,5.42,0.06,5.27,Settled
A042734,B067291,C595095,Online,SEK,REF-88107847,12.12,0.3,11.82,Settled
A243860,B545934,C822691,B2B,EUR,REF-88846073,31.25,0.02,31.23,Settled
A657371,B633864,C635822,Retail,USD,REF-15241193,31.92,0.97,30.95,Settled
A515034,B147685,C432681,Subscription,USD,REF-36988914,2.49,0.11,2.28,Settled
A852929,B396099,C683142,Marketplace,PLN,REF-03192063,3.17,0.19,2.91,Failed
A478470,B404874,C178081,Online,USD,REF-82576328,21.82,0.77,21.07,Settled
A623225,B340134,C315212,Online,EUR,REF-29159120,2.85,0.12,2.76,Pending
A236391,B224167,C718606,B2B,EUR,REF-59893558,2.31,0.0,2.21,Settled
A393826,B305280,C024737,Marketplace,USD,REF-54455240,4.51,0.0,4.44,Settled
A463306,B756425,C753616,B2B,USD,REF-19827230,9.31,0.43,8.93,Settled
A602755,B683270,C102725,Retail,EUR,REF-35665193,6.13,0.0,6.07,Settled
A843916,B807188,C148727,Wholesale,USD,REF-11113478,3.95,0.17,3.79,Pending
A331332,B892146,C105667,Marketplace,USD,REF-16071617,3.88,0.0,3.81,Pending
A698380,B206564,C740822,Marketplace,EUR,REF-84799321,3.76,0.0,3.75,Settled
A205270,B370663,C016377,Subscription,EUR,REF-36418572,3.29,0.16,3.03,Settled
A391247,B641216,C741062,Retail,PLN,REF-45338934,41.27,0.37,40.89,Settled
A082331,B556137,C828842,B2B,GBP,REF-69257080,8.44,0.0,8.42,Settled
A269324,B807248,C542219,Marketplace,USD,REF-87760346,13.52,0.0,13.52,Settled
A793254,B932302,C105166,B2B,USD,REF-43610406,4.5,0.0,4.47,Reversed
A515573,B435861,C856211,B2B,EUR,REF-87111544,5.73,0.24,5.46,Pending
A906976,B639983,C228604,Subscription,EUR,REF-57272308,3.76,0.0,3.75,Settled
A224747,B917112,C902233,Marketplace,PLN,REF-94705237,1.0,0.0,0.94,Settled
A430450,B535622,C618102,Subscription,EUR,REF-26183439,2.21,0.04,2.16,Settled
A155691,B218000,C178385,Subscription,EUR,REF-74823916,1.56,0.13,1.43,Cancelled
A288471,B800639,C090757,Marketplace,USD,REF-87084408,1.1,0.0,1.08,Settled
A043402,B126408,C175826,Retail,PLN,REF-80383214,2.56,0.05,2.56,Settled
A212450,B688681,C575903,Retail,EUR,REF-60884656,19.2,0.07,19.07,Settled
A010608,B153121,C092608,Marketplace,USD,REF-28801263,6.42,0.04,6.29,Settled
A671634,B267418,C452204,Retail,SEK,REF-64649637,18.68,0.04,18.61,In Review
A972790,B912807,C920116,Marketplace,PLN,REF-51138530,9.24,0.18,9.07,Settled
A045611,B217818,C979938,Marketplace,USD,REF-66233743,12.44,0.19,12.25,Settled
A361308,B620220,C164532,Wholesale,EUR,REF-34459860,3.24,0.21,3.02,Pending
A888842,B497672,C624118,Marketplace,USD,REF-68752557,10.11,0.0,10.06,Settled
A037229,B116704,C534969,Subscription,SEK,REF-48452752,11.92,0.28,11.59,Reversed
A712299,B607652,C474020,Subscription,USD,REF-11187584,4.19,0.13,4.04,Settled
A581266,B388995,C092821,Marketplace,SEK,REF-72396833,10.41,0.1,10.28,Cancelled
A828599,B959173,C381582,B2B,USD,REF-51847102,10.46,0.03,10.440000000000001,Settled
A470020,B306353,C591556,Marketplace,EUR,REF-57543966,4.29,0.21,4.08,Pending
A081025,B597838,C655541,Marketplace,EUR,REF-52581501,2.71,0.27,2.42,Pending
A574467,B876992,C423122,B2B,SEK,REF-13578893,2.58,0.0,2.58,Settled
A968673,B473661,C921900,Online,EUR,REF-57497726,7.13,0.33,6.82,Settled
A541641,B354551,C233035,Wholesale,USD,REF-41892458,8.64,0.39,8.18,Pending
A050177,B388653,C542427,Retail,EUR,REF-23460987,3.53,0.11,3.26,Pending
A100024,B085584,C680561,Wholesale,EUR,REF-92495310,6.79,0.05,6.68,Settled
A489532,B752501,C206742,Online,USD,REF-22145157,10.5,0.17,10.36,Settled
A748514,B010976,C469586,Retail,EUR,REF-42151295,10.91,0.0,10.91,Settled
A210938,B786519,C104435,Online,SEK,REF-36772481,23.02,0.05,22.89,Settled
A376283,B571235,C489111,B2B,EUR,REF-45354010,18.47,0.0,18.47,Pending
A966365,B007636,C654334,Retail,GBP,REF-53769861,2.99,0.0,2.9800000000000004,Settled
A996129,B151022,C967547,Wholesale,EUR,REF-63017387,25.58,0.49,25.16,Settled
A891339,B091588,C029838,Marketplace,EUR,REF-33677671,4.35,0.12,4.28,Settled
A590932,B992702,C314785,Wholesale,EUR,REF-34700416,15.34,0.4,15.01,Reversed
A893819,B078534,C305577,B2B,EUR,REF-70614023,7.02,0.17,6.87,Settled
A490311,B906739,C992689,Subscription,USD,REF-69735139,4.78,0.0,4.7700000000000005,Pending
A991830,B023906,C866703,B2B,EUR,REF-58512313,1.57,0.0,1.55,Reversed
A361398,B519765,C838674,B2B,EUR,REF-51911145,5.8,0.04,5.8,Pending
A915361,B568742,C857428,Subscription,PLN,REF-11284893,1.91,0.01,1.83,Settled
A538738,B699429,C160768,Marketplace,USD,REF-56618318,14.42,0.02,14.4,Pending
A931009,B454628,C199196,Wholesale,SEK,REF-22390025,22.38,0.43,21.98,Reversed
A473212,B198728,C351958,Wholesale,PLN,REF-07296837,3.52,0.13,3.46,Settled
A886568,B269148,C675700,Subscription,USD,REF-60460831,8.47,0.28,8.16,Cancelled
A525730,B020262,C314402,B2B,USD,REF-52336704,3.72,0.13,3.64,Pending
A816082,B836498,C807266,B2B,SEK,REF-53195344,4.02,0.06,3.95,Pending
A970318,B026373,C730870,Marketplace,EUR,REF-73268269,12.36,0.02,12.33,Settled
A079657,B617451,C706237,Subscription,USD,REF-33919695,6.45,0.23,6.18,Settled
A405437,B566833,C265831,B2B,EUR,REF-33576903,26.75,0.0,26.75,Settled
A004597,B299630,C523036,Retail,EUR,REF-17188269,4.52,0.0,4.52,Failed
A280927,B169771,C279559,Retail,PLN,REF-07596415,14.8,0.4,14.34,Reversed
A049681,B590907,C613842,B2B,EUR,REF-92043184,7.19,0.0,7.18,Settled
A425319,B714768,C736169,Online,EUR,REF-28810309,12.57,0.0,12.56,Pending
A343405,B474334,C447843,Wholesale,GBP,REF-44943934,4.65,0.27,4.33,Pending
A052129,B702053,C775563,B2B,PLN,REF-90737314,6.39,0.08,6.24,Settled
A381122,B614481,C290016,Online,SEK,REF-21254594,6.06,0.0,6.01,Pending
A456270,B962288,C734799,Retail,USD,REF-17489108,3.41,0.34,2.98,Settled
A022372,B276863,C207570,Subscription,EUR,REF-72089522,11.3,0.0,11.3,Settled
A920746,B771828,C496095,Retail,USD,REF-35449290,11.19,0.15,11.12,Settled
A311030,B380464,C872024,Marketplace,EUR,REF-25592016,10.69,0.0,10.67,Settled
A201049,B563614,C743768,Wholesale,EUR,REF-77943553,22.75,0.65,22.1,Settled
A054771,B484653,C482612,Wholesale,PLN,REF-26563958,21.21,0.11,21.18,Settled
A089219,B345709,C591055,Marketplace,PLN,REF-00539334,4.93,0.2,4.8,Pending
A690620,B684449,C642367,Retail,EUR,REF-82705591,8.96,0.01,8.93,Cancelled
A015989,B957692,C857426,B2B,EUR,REF-97055750,4.04,0.31,3.8,Failed
A093188,B436594,C303028,Marketplace,SEK,REF-90784812,6.78,0.0,6.73,Settled
A644194,B186599,C707188,Retail,EUR,REF-46808591,4.12,0.0,4.11,Pending
A344160,B446154,C938196,Marketplace,EUR,REF-88456081,24.31,0.76,23.46,Cancelled
A765092,B199719,C613078,Subscription,EUR,REF-63228968,8.9,0.12,8.78,Pending
A699718,B517810,C715443,Wholesale,EUR,REF-29890929,5.59,0.0,5.57,Settled
A671332,B630530,C618920,Marketplace,EUR,REF-36100598,17.28,0.0,17.26,Settled
A067402,B470406,C933049,B2B,GBP,REF-31346334,1.17,0.0,1.16,Settled
A640776,B986842,C292949,Marketplace,EUR,REF-63362465,1.33,0.27,1.03,In Review
A900499,B244929,C939644,Marketplace,USD,REF-65270226,12.57,0.28,12.3,Pending
A816830,B082968,C591663,Subscription,EUR,REF-72801537,6.98,0.0,6.970000000000001,Settled
A937867,B698612,C611776,Retail,EUR,REF-27820862,8.13,0.21,7.86,Settled
A853437,B989892,C975094,B2B,EUR,REF-72100846,2.3,0.0,2.27,In Review
A918424,B050582,C063793,B2B,USD,REF-43949753,6.53,0.0,6.5200000000000005,Failed
A336188,B392469,C946286,B2B,EUR,REF-04070474,33.04,0.92,32.14,Settled
A255411,B560859,C944477,Wholesale,EUR,REF-78123971,12.86,0.04,12.82,Settled
A579606,B639003,C120752,B2B,SEK,REF-09861162,7.62,0.13,7.46,Settled
A189845,B872919,C636233,B2B,EUR,REF-00939159,4.68,0.11,4.6,In Review
A658048,B684376,C393766,Retail,GBP,REF-70795851,4.85,0.07,4.81,Pending
A990091,B904532,C220653,Retail,SEK,REF-08706254,1.21,0.03,1.15,Settled
A341441,B557037,C227278,Retail,EUR,REF-53183887,8.17,0.32,7.79,Settled
A343165,B214027,C000317,B2B,EUR,REF-33514352,13.08,0.29,12.8,Settled
A636295,B918052,C772272,Wholesale,EUR,REF-94332930,1.89,0.11,1.81,Settled
A609622,B380978,C279280,B2B,PLN,REF-30919701,3.92,0.27,3.7,Settled
A659425,B323119,C560137,Marketplace,USD,REF-10356079,2.63,0.13,2.56,Pending
A402064,B680547,C413586,Retail,EUR,REF-13586085,3.07,0.33,2.76,Settled
A000160,B735372,C887141,B2B,EUR,REF-98967486,6.94,0.0,6.93,In Review
A238436,B699437,C140762,B2B,EUR,REF-96168086,1.26,0.0,1.26,Reversed
A084930,B543398,C128416,Retail,USD,REF-13352932,10.87,0.15,10.66,Settled
A165125,B697584,C726648,Retail,GBP,REF-33658865,12.16,0.04,12.09,Settled
A734843,B766864,C621073,B2B,EUR,REF-03143559,5.44,0.35,5.09,Settled
A104244,B211269,C569911,Retail,EUR,REF-82143838,1.0,0.0,0.99,Settled
A075468,B865083,C484613,Wholesale,PLN,REF-89899079,3.0,0.06,2.94,Failed
A201455,B549433,C535500,Marketplace,PLN,REF-70619080,17.83,0.1,17.66,Cancelled
A507712,B391102,C585947,B2B,EUR,REF-50404293,1.0,0.03,0.91,Settled
A033547,B359251,C933615,Marketplace,GBP,REF-36937626,5.04,0.1,4.97,Cancelled
A044494,B010556,C816341,Wholesale,PLN,REF-28668309,2.59,0.08,2.46,In Review
A898019,B472908,C910623,B2B,EUR,REF-71291094,12.66,0.43,12.2,Pending
A828268,B787585,C844918,Subscription,EUR,REF-57180115,3.88,0.3,3.58,Settled
A218152,B937109,C224132,Marketplace,EUR,REF-46547381,9.19,0.11,9.04,Reversed
A554535,B133332,C000157,Wholesale,EUR,REF-37752866,10.46,0.0,10.450000000000001,Settled
A764338,B709592,C549561,Retail,EUR,REF-73034998,28.9,0.81,28.03,In Review
A203761,B280884,C854580,Online,PLN,REF-98861369,5.65,0.0,5.65,Settled
A541524,B104437,C416653,Subscription,PLN,REF-12238256,8.99,0.5,8.45,Settled
A862638,B574912,C980411,Subscription,USD,REF-77398368,2.03,0.24,1.8,Settled
A055551,B036650,C255511,Marketplace,PLN,REF-45339852,17.24,0.3,16.92,Settled
A119929,B187963,C766264,B2B,SEK,REF-65593955,3.62,0.18,3.44,Settled
A839065,B254053,C115330,Marketplace,USD,REF-79902530,4.25,0.0,4.24,Settled
A907512,B855216,C196380,B2B,SEK,REF-32209309,6.53,0.0,6.5,Pending
A668168,B159941,C908890,Online,SEK,REF-20010611,1.91,0.1,1.77,Settled
A972074,B282617,C296784,B2B,EUR,REF-02584443,7.99,0.07,7.9,Pending
A743196,B970225,C947170,Wholesale,SEK,REF-96571132,14.42,0.22,14.28,Pending
A657848,B329741,C098637,B2B,NOK,REF-79736744,8.41,0.31,8.1,In Review
A023613,B282335,C901605,B2B,EUR,REF-71914105,1.87,0.01,1.87,Cancelled
A838315,B723161,C989069,Wholesale,USD,REF-04780524,6.02,0.0,6.02,Settled
A320590,B045359,C990323,Retail,EUR,REF-92259185,12.04,0.21,11.89,Settled
A823751,B115877,C414410,Marketplace,EUR,REF-11313536,1.48,0.09,1.42,Settled
A003876,B380409,C454238,B2B,USD,REF-29007625,2.82,0.0,2.81,Settled
A453609,B659941,C902546,Retail,EUR,REF-58899616,13.41,0.3,13.04,Settled
A621496,B016062,C141523,Wholesale,USD,REF-01170506,8.26,0.2,7.98,In Review
A122115,B027372,C769826,Online,USD,REF-75692247,9.25,0.33,8.97,Failed
A368238,B042586,C092754,Subscription,EUR,REF-92692731,29.44,0.56,28.94,Cancelled
A083175,B689291,C354522,Online,USD,REF-40894439,9.68,0.44,9.36,Settled
A467084,B721901,C783555,Wholesale,SEK,REF-12105246,11.26,0.05,11.13,Cancelled
A103799,B397096,C259187,B2B,EUR,REF-58905100,58.17,0.67,57.53,Failed
A244274,B121323,C086944,B2B,EUR,REF-77795922,5.61,0.09,5.46,Settled
A513045,B763874,C455392,Subscription,EUR,REF-97364475,3.51,0.0,3.48,Settled
A452608,B713398,C652713,Marketplace,EUR,REF-27189054,9.37,0.2,9.14,Pending
A035463,B051452,C334593,Online,USD,REF-28129240,9.45,0.23,9.23,Settled
A810106,B731626,C658979,Subscription,EUR,REF-08292456,4.36,0.0,4.33,Settled
A480105,B909627,C556700,Wholesale,USD,REF-04397137,2.91,0.17,2.75,In Review
A297084,B666951,C692674,Marketplace,EUR,REF-73652226,42.21,0.81,41.44,Settled
A286824,B347583,C029605,Online,GBP,REF-22187364,8.64,0.02,8.63,Settled
A100480,B221200,C185422,Online,EUR,REF-30391113,3.7,0.0,3.68,Settled
A871866,B389125,C623152,B2B,SEK,REF-44647120,13.84,0.0,13.78,Pending
A760215,B337613,C404761,Wholesale,EUR,REF-07756982,6.1,0.02,6.07,Pending
A090529,B171854,C887481,Online,EUR,REF-77736407,5.43,0.12,5.29,Cancelled
A879478,B949447,C271457,Marketplace,EUR,REF-56909223,10.43,0.42,10.03,Pending
A680081,B128935,C224916,Retail,USD,REF-41925422,2.37,0.1,2.22,In Review
A688174,B283518,C032417,Retail,SEK,REF-23312304,8.82,0.0,8.81,Pending
A081200,B054445,C343870,Marketplace,USD,REF-58891448,30.73,0.17,30.51,Settled
A282600,B584968,C067056,Wholesale,USD,REF-71935329,9.66,0.03,9.63,Failed
A527780,B107487,C912137,B2B,GBP,REF-56580858,4.92,0.0,4.87,Settled
A673139,B750251,C501819,B2B,EUR,REF-75774136,4.43,0.0,4.41,Pending
A334155,B554419,C696700,Wholesale,USD,REF-48782776,4.79,0.22,4.53,Settled
A801221,B503814,C606084,Wholesale,EUR,REF-12275521,5.43,0.18,5.21,Settled
A549351,B728692,C013577,Marketplace,PLN,REF-15901665,4.92,0.15,4.76,Settled
A840455,B914849,C574522,Marketplace,PLN,REF-79498761,13.84,0.01,13.71,Pending
A073294,B102091,C410604,Wholesale,EUR,REF-45539148,1.66,0.05,1.53,In Review
A288511,B675443,C810759,Online,EUR,REF-20297388,13.26,0.0,13.24,Settled
A500139,B129038,C121328,Marketplace,GBP,REF-75640587,4.91,0.0,4.9,Settled
A785693,B099975,C436408,Wholesale,USD,REF-27019723,8.99,0.04,8.92,Cancelled
A508734,B090771,C235646,Subscription,USD,REF-76330904,2.7,0.11,2.64,Settled
A290767,B260948,C359160,Online,USD,REF-18756755,19.25,0.0,19.22,Settled
A843608,B489095,C767599,Marketplace,EUR,REF-60836638,18.02,0.0,17.99,Settled
A035532,B202377,C093610,Wholesale,GBP,REF-19245307,14.33,0.37,13.92,Settled
A056091,B221524,C087467,Online,EUR,REF-46704165,1.98,0.16,1.92,Settled
A356832,B953548,C784940,B2B,USD,REF-60839143,12.91,0.0,12.9,Settled
A123257,B146087,C332072,B2B,EUR,REF-15410435,9.2,0.2,9.0,Settled
A308746,B087999,C050991,Retail,EUR,REF-45450320,1.84,0.06,1.81,Settled
A980194,B420673,C158906,Retail,PLN,REF-71269495,6.52,0.0,6.43,Settled
A423391,B682121,C088792,Marketplace,USD,REF-25020626,8.9,0.05,8.82,Settled
A487262,B592308,C768700,B2B,USD,REF-05288123,10.38,0.0,10.350000000000001,Settled
A398954,B647706,C790871,Retail,PLN,REF-23579358,7.66,0.03,7.64,Pending
A710405,B177844,C388328,Subscription,USD,REF-39533430,8.4,0.28,8.23,Pending
A386781,B403224,C512646,Wholesale,PLN,REF-14323509,21.62,0.73,20.86,Pending
A291678,B777291,C482115,Online,PLN,REF-80578877,17.74,0.59,17.2,Settled
A015409,B343793,C406110,Subscription,USD,REF-69180239,1.0,0.17,0.87,Settled
A630111,B596063,C135742,Subscription,EUR,REF-50668444,5.16,0.0,5.16,Pending
A796743,B133232,C129662,Online,EUR,REF-47593547,5.83,0.0,5.83,Settled
A423278,B760073,C907662,B2B,EUR,REF-79512023,1.64,0.0,1.62,Settled
A314598,B977447,C231397,Subscription,EUR,REF-66454580,7.17,0.42,6.65,Settled
A831767,B329615,C868305,B2B,EUR,REF-68977959,18.06,0.38,17.7,Cancelled
A949163,B086095,C754761,Subscription,EUR,REF-37846556,2.79,0.14,2.67,Settled
A434148,B392843,C788969,Online,EUR,REF-00528525,8.71,0.19,8.54,Settled
A204533,B858246,C226262,Wholesale,EUR,REF-08500895,3.2,0.12,3.08,Settled
A676683,B980639,C831584,Retail,EUR,REF-73662900,3.89,0.09,3.84,Settled
A622405,B538803,C533354,Subscription,EUR,REF-82303648,21.69,0.03,21.61,In Review
A332263,B604846,C995611,Subscription,GBP,REF-09338346,4.31,0.0,4.27,Settled
A809285,B657623,C934758,Marketplace,SEK,REF-04157931,9.63,0.48,9.1,Cancelled
A204684,B151635,C539089,Wholesale,USD,REF-23487737,1.49,0.0,1.48,In Review
A047528,B199868,C522840,Retail,SEK,REF-36748597,29.51,0.32,29.22,Settled
A217759,B714275,C867971,Marketplace,EUR,REF-18191031,10.77,0.29,10.46,Settled
A743579,B443509,C561951,Subscription,GBP,REF-58513162,5.75,0.15,5.63,Settled
A565871,B743743,C876664,Retail,EUR,REF-89149072,10.54,0.2,10.33,Pending
A686113,B395965,C849424,Wholesale,USD,REF-66449511,2.15,0.18,1.98,Settled
A490897,B964728,C479944,Marketplace,USD,REF-33245687,17.13,0.12,17.0,Settled
A115829,B768009,C985289,Marketplace,GBP,REF-48175006,5.13,0.0,5.1,Settled
A702386,B547416,C176636,Subscription,EUR,REF-94588263,5.65,0.08,5.65,Settled
A667646,B816653,C413651,Retail,EUR,REF-79890401,4.49,0.22,4.23,Settled
A848241,B589507,C567831,Subscription,GBP,REF-15459753,4.18,0.0,4.07,Settled
A125175,B234396,C830833,Retail,USD,REF-47958786,11.59,0.36,11.2,Settled
A036841,B305215,C784939,Online,EUR,REF-08269594,8.16,0.32,7.85,Failed
A302384,B182131,C086541,Online,EUR,REF-83581806,11.2,0.17,11.01,Settled
A799131,B556597,C671221,B2B,EUR,REF-69441890,6.6,0.19,6.47,Pending
A102086,B648869,C227996,B2B,EUR,REF-24685644,10.03,0.35,9.73,Settled
A860062,B038844,C717090,Online,USD,REF-74616557,4.76,0.0,4.74,Pending
A946773,B440470,C837508,Retail,EUR,REF-47253708,39.59,0.49,39.02,Settled
A710926,B823420,C188143,Retail,GBP,REF-79619187,1.9,0.08,1.75,Pending
A959699,B766300,C352508,B2B,GBP,REF-03093710,18.24,0.4,17.83,Settled
A679626,B694764,C104442,Subscription,EUR,REF-42916882,19.87,0.04,19.75,Pending
A087806,B294879,C136061,Online,EUR,REF-57816094,3.36,0.0,3.35,Settled
A938675,B682659,C307323,B2B,PLN,REF-10460240,39.58,0.79,38.86,Cancelled
A795300,B239171,C183835,Marketplace,SEK,REF-40255674,14.75,0.1,14.67,Settled
A889714,B680780,C542049,Retail,NOK,REF-73882413,14.47,0.2,14.26,Pending
A119945,B816070,C230008,Marketplace,USD,REF-68118834,6.8,0.2,6.55,Settled
A367259,B217395,C214632,Wholesale,SEK,REF-10557858,5.59,0.16,5.44,Pending
A199947,B737220,C947464,B2B,EUR,REF-74233367,5.63,0.27,5.35,In Review
A643451,B044159,C192472,Subscription,EUR,REF-72553041,9.09,0.13,8.97,In Review
A613898,B645019,C666990,B2B,EUR,REF-43300977,20.4,0.25,20.19,Failed
A535241,B527845,C985355,Retail,USD,REF-81939000,7.69,0.15,7.59,Settled
A166087,B953272,C935699,Subscription,EUR,REF-60843118,3.21,0.2,3.01,Settled
A106791,B540149,C755521,Marketplace,USD,REF-99952900,12.86,0.03,12.86,Settled
A982297,B032456,C869749,B2B,EUR,REF-73203206,13.9,0.39,13.48,Failed
A230076,B853161,C359896,B2B,USD,REF-99844023,11.23,0.0,11.200000000000001,Settled
A958276,B265417,C926311,Wholesale,PLN,REF-83677856,12.08,0.3,11.73,Settled
A504884,B678397,C122838,Wholesale,GBP,REF-33516803,5.36,0.02,5.32,Settled
A019955,B776602,C394203,B2B,EUR,REF-10512775,3.16,0.17,3.06,Settled
A452162,B328499,C150555,Online,EUR,REF-63011964,3.32,0.15,3.15,Settled
A877081,B040766,C610036,Subscription,EUR,REF-54790981,1.8,0.04,1.69,Pending
A573611,B518162,C396795,Wholesale,USD,REF-98594418,8.04,0.18,7.84,Settled
A945719,B402929,C813754,B2B,EUR,REF-92482350,6.22,0.11,6.18,Settled
A797161,B531897,C210925,Online,GBP,REF-00367014,4.68,0.17,4.39,Reversed
A887065,B902445,C272238,Online,SEK,REF-28402998,1.0,0.35,0.66,Settled
A803574,B700325,C023866,Marketplace,EUR,REF-51299117,2.45,0.0,2.42,Pending
A691345,B224366,C203278,Subscription,EUR,REF-62860979,16.31,0.0,16.3,Settled
A271918,B753486,C807437,Online,EUR,REF-39835852,3.91,0.0,3.89,Settled
A623667,B288097,C236246,Online,PLN,REF-28231512,8.88,0.0,8.860000000000001,Cancelled
A265427,B616970,C260424,Subscription,EUR,REF-45219382,2.19,0.0,2.19,Settled
A639148,B255442,C117481,Online,GBP,REF-80384681,21.03,0.46,20.62,Reversed
A615532,B854308,C860664,Wholesale,EUR,REF-94086509,5.93,0.22,5.77,Settled
A796038,B485730,C473528,Online,EUR,REF-74336939,8.39,0.0,8.39,Reversed
A378851,B319231,C940993,Wholesale,GBP,REF-16254350,42.75,0.61,42.12,Settled
A295431,B986033,C171493,B2B,EUR,REF-94950907,22.38,0.41,21.98,Settled
A959970,B819722,C483863,Subscription,PLN,REF-53125898,5.2,0.18,5.05,Pending
A331756,B188504,C701217,Wholesale,EUR,REF-69895854,4.14,0.19,3.89,In Review
A634411,B035319,C252485,Retail,GBP,REF-67779530,5.13,0.27,4.87,Settled
A885378,B857480,C751808,Marketplace,SEK,REF-48912006,10.0,0.26,9.73,Cancelled
A257977,B835369,C641414,Marketplace,EUR,REF-54111672,6.11,0.0,6.09,Pending
A382949,B256095,C774847,B2B,USD,REF-13118511,4.85,0.12,4.7,Reversed
A105542,B309426,C948887,B2B,USD,REF-77941491,21.51,0.48,21.0,Reversed
A176204,B671849,C797872,Marketplace,EUR,REF-31284591,6.07,0.26,5.88,Settled
A723808,B694587,C752614,Subscription,USD,REF-73788449,41.87,0.03,41.82,Settled
A116848,B457566,C472079,Marketplace,EUR,REF-02633662,7.15,0.13,7.08,Pending
A320678,B711356,C153740,Marketplace,GBP,REF-11781008,27.75,0.03,27.72,Reversed
A138016,B300100,C250568,Online,USD,REF-26636598,8.85,0.16,8.64,Settled
A191334,B376024,C823548,Wholesale,EUR,REF-29912863,14.37,0.25,14.13,In Review
A800716,B480595,C109471,Marketplace,GBP,REF-10375762,3.73,0.05,3.61,Settled
A252466,B229268,C563157,B2B,GBP,REF-68249199,3.36,0.0,3.35,Pending
A497867,B807536,C787058,Online,EUR,REF-06614507,9.61,0.25,9.35,Pending
A694568,B753868,C457544,Marketplace,EUR,REF-10088217,14.67,0.34,14.37,Pending
A927709,B516699,C604497,Retail,EUR,REF-61500980,6.87,0.38,6.56,Settled
A658097,B307279,C182123,B2B,PLN,REF-65987028,2.38,0.3,1.99,Settled
A400263,B503898,C821467,Retail,EUR,REF-65478038,2.24,0.2,2.01,Settled
A100815,B323404,C539721,Retail,EUR,REF-86344011,2.12,0.05,2.01,Settled
A441652,B235625,C252176,Retail,EUR,REF-78867512,1.62,0.3,1.43,Settled
A664827,B644873,C738775,Retail,EUR,REF-36774295,7.26,0.07,7.17,Reversed
A013627,B198592,C816188,Wholesale,USD,REF-64312126,16.36,0.15,16.15,Settled
A616569,B691174,C378215,Online,USD,REF-21800286,6.58,0.0,6.5600000000000005,Settled
A011937,B675756,C715373,Online,EUR,REF-82300602,1.09,0.0,1.05,Cancelled
